elem_index,area_name,onrc,surf_class,treat_2022,reason_2022,comment_2022,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036
1165,STANLEY ROAD_1550_id_567,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.9; sdi =1.73; age =27.3,mesh_cracks =2.16; shoving =1.56; potholes =1.49,,,,,,,,,,,,
1166,MALEME STREET_20_id_349,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,MARONAN EALING ROAD_10600_id_370,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.95; sdi =1.75; age =12.5,mesh_cracks =3.05; shoving =1.1; potholes =0.47,,,,,,
1168,RUSKIN ST_207_id_2111,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =1.2; sdi =1.14; age =10.2,mesh_cracks =1.22; shoving =0.97; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.62; sdi =2.2; age =9,mesh_cracks =1.63; shoving =1.35; potholes =0.91
1169,PHAR LAP ROAD_5_id_716,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,NESS ST_1501_id_5517,Access,seal,,,,,,,ChipSeal,pdi =2.62; sdi =2.08; age =18.1,mesh_cracks =4.78; shoving =0.11; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.35; sdi =2.09; age =12,mesh_cracks =1.22; shoving =0.83; potholes =0.25
1171,BEACH ROAD_1450_id_64,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.86; sdi =2.07; age =17.3,mesh_cracks =2.09; shoving =1.56; potholes =1.51,,,,,,,,,,,,
1172,BARNES STREET_0_id_57,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =0.84; sdi =0.88; age =8.8,mesh_cracks =0.39; shoving =0.24; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.28; sdi =1.88; age =7,mesh_cracks =1.57; shoving =1; potholes =0.44,,,,,,,,,
1173,GLAMIS PL_0_id_943,Access,ac,,,,RehabAC_UL,pdi =100; sdi =97.13; age =27.6,mesh_cracks =323.76; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,DUNKIRK STREET ACCESS LANE_7_id_1862,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =41.02; sdi =23.55; age =35.6,mesh_cracks =69.05; shoving =3.76; potholes =3.98
1175,SPRINGFIELD ROAD_0_id_877,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.15; sdi =2.63; age =26.4,mesh_cracks =2.29; shoving =1.86; potholes =1.82,,,,,,,,,
1176,BRASELL ROAD_482_id_103,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.6; sdi =1.79; age =24.4,mesh_cracks =1.86; shoving =1.31; potholes =1.25,,,,,,,,,,,,,,,
1177,RESERVE RD_02923,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.52; sdi =2.45; age =12.1,mesh_cracks =1.69; shoving =4.81; potholes =0.35,,,,,,,,,,,,,,,
1178,STATION STREET_174_id_895,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,BENNETT ROAD_2110_id_76,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.11; sdi =2; age =17.5,mesh_cracks =2.3; shoving =1.84; potholes =1.8,,,,,,,,,
1180,HOLLETH HILLS RD_00000,Low Volume,seal,,,,SecondCoat,pdi =0; sdi =0; age =7.1,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,RANGITATA ISLAND ROAD_4454_id_752,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.48; sdi =2.22; age =15.8,mesh_cracks =3.27; shoving =1.65; potholes =1,,,,,,
1182,TRIPP STREET (GDE)_10_id_955,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.77; sdi =0.86; age =24.6,mesh_cracks =0.65; shoving =0.81; potholes =0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,METZGER ST_655_id_5503,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =0.39; sdi =0.42; age =17.1,mesh_cracks =0.39; shoving =0.24; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.3; sdi =2.22; age =10,mesh_cracks =1.59; shoving =0.99; potholes =0.42
1184,ROSEBROOK ROAD_4000_id_793,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.48; sdi =1.32; age =13.5,mesh_cracks =1; shoving =1.28; potholes =0.63,,,,,,,,,,,,,,,,,,,,,,,,
1185,WAIHOPAI ST_223_id_5656,Access,seal,,,,,,,,,,ChipSeal,pdi =2.7; sdi =0.44; age =20.1,mesh_cracks =0.29; shoving =0.23; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.54; sdi =1.85; age =8,mesh_cracks =1.36; shoving =1.12; potholes =0.57,,,,,,
1186,MAYFIELD VALETTA ROAD_3800_id_378,Primary Collector,seal,,,,SecondCoat,pdi =14.67; sdi =11.38; age =0.2,mesh_cracks =35.5; shoving =13; potholes =0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,MAIN NORTH RD 4 WEST MARSHLAND RD_780_id_2921,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,RehabCS_RH,pdi =40.19; sdi =22.6; age =16.3,mesh_cracks =71.15; shoving =14.39; potholes =1.02,SecondCoat,,,,,,,,,,,,,,,,,,,,
1188,CRACROFT MARONAN ROAD_3747_id_144,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.32; sdi =1.21; age =19.6,mesh_cracks =1.56; shoving =1.07; potholes =1.03,,,,,,,,,,,,,,,,,,
1189,DUNNS RD_2332_id_5133,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.22; sdi =0.55; age =9.1,mesh_cracks =1.83; shoving =0.7; potholes =0,,,,,,,,,,,,,,,
1190,ANDREWS STREET_466_id_11,Access,seal,,,,SecondCoat,pdi =1.82; sdi =1.82; age =12.1,mesh_cracks =6.06; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.92; sdi =3.3; age =10,mesh_cracks =7.41; shoving =0.82; potholes =0.39,,,,,,
1191,EALING ROAD_8444_id_179,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.59; sdi =1.45; age =26.3,mesh_cracks =1.85; shoving =1.28; potholes =1.23,,,,,,,,,,,,,,,
1192,TAIPARI STREET_39_id_568,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =1.45; sdi =0.52; age =19.7,mesh_cracks =0.33; shoving =0.24; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.57; sdi =1.74; age =10,mesh_cracks =1.24; shoving =0.84; potholes =0.42
1193,PRAGNELL STREET_4_id_311,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.88; sdi =1.54; age =19.3,mesh_cracks =2.37; shoving =0; potholes =0.01
1194,PANTON ST_62_id_5543,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.42; sdi =1.16; age =21.1,mesh_cracks =1.23; shoving =1.04; potholes =1.04,,,,,,,,,,,,,,,,,,
1195,HAWFORD RD 2 NORTH FORD RD_0_id_3539,Secondary Collector,seal,,,,SecondCoat,pdi =0.59; sdi =0.59; age =19.5,mesh_cracks =1.98; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.44; sdi =1.87; age =8,mesh_cracks =1.44; shoving =1.17; potholes =0.83,,,,,,,,,,,,
1196,CENTENNIAL PARK SCENIC DRIVE_1773_id_1869,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.2; sdi =0.92; age =12.8,mesh_cracks =0.99; shoving =0.86; potholes =0.85,,,,,,,,,,,,,,,,,,,,,
1197,CASHMERE OAKS DRIVE_26_id_428,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,CAT HILL RD_00336,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.48; sdi =2.32; age =24.1,mesh_cracks =2.53; shoving =2.2; potholes =2.19,,,,,,
1199,GEMSTONE DR/TOPAZ ST/EMERALD HILL D_00000,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,TE ORE ORE BIDEFORD ROAD_22006_id_270,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.58; sdi =2.28; age =16.4,mesh_cracks =3; shoving =1.79; potholes =1.05
1201,TAHARA CRESCENT_6_id_565,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.68; sdi =1.57; age =16,mesh_cracks =1.68; shoving =1.38; potholes =0.78,,,,,,,,,,,,,,,,,,
1202,ASHBURTON STAVELEY ROAD_3200_id_37,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,RANGITATA GORGE ROAD_5972_id_750,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.96; sdi =1.73; age =30.3,mesh_cracks =2.18; shoving =1.57; potholes =1.52,,,,,,,,,,,,
1204,TWIN OAK AVENUE_339_id_2039,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,STATION ROAD_4200_id_893,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.03; sdi =2.71; age =18.8,mesh_cracks =3.22; shoving =2.35; potholes =1.72
1206,CORBETTS ROAD SOUTH_800_id_140,Low Volume,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =2.4; sdi =0.52; age =20.5,mesh_cracks =0.55; shoving =6.69; potholes =0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,LEADER RD EAST_12350,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.48; sdi =2.35; age =16.1,mesh_cracks =3.26; shoving =1.64; potholes =0.99,,,
1208,MALDON STREET_411_id_366,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.53; sdi =1.99; age =29.5,mesh_cracks =1.82; shoving =1.55; potholes =2.11,,,,,,,,,
1209,ISLEWORTH ROAD_12258_id_292,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.61; sdi =1.88; age =16.6,mesh_cracks =1.93; shoving =1.29; potholes =1.24,,,,,,,,,,,,,,,
1210,CARLISLE PLACE_6_id_155,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,OKUTI VALLEY ROAD_3914_id_5135,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.76; sdi =3.06; age =27.1,mesh_cracks =2.76; shoving =2.58; potholes =2.57,,,
1212,NORTHSIDE DRIVE_175_id_5856,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,FOX ST_382_id_5367,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,NEWTON STREET_19_id_412,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =100; sdi =38.66; age =11.5,mesh_cracks =125.98; shoving =127.48; potholes =0.66,,,,,,
1215,WHANGAEHU VALLEY ROAD_10315_id_405,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.28; sdi =3.23; age =15.5,mesh_cracks =2.3; shoving =5.45; potholes =1.16
1216,TRENEGLOS STREET_30_id_952,Arterial,ac,,,,,,,,,,,,,RehabAC_UH,pdi =90.66; sdi =55.18; age =18.7,mesh_cracks =172.63; shoving =52.45; potholes =15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,PLATEAU ROAD_02319,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.47; sdi =1; age =17,mesh_cracks =1.29; shoving =0.84; potholes =0.84,,,,,,,,,,,,,,,,,,,,,
1218,MARJORIE ST_0_id_5486,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.9; sdi =2.17; age =13.1,mesh_cracks =2.33; shoving =1.82; potholes =1.22
1219,RANGITATA GORGE ROAD_5150_id_750,Secondary Collector,seal,,,,SecondCoat,pdi =0; sdi =0; age =0.4,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.15; sdi =3.13; age =12,mesh_cracks =2.07; shoving =1.82; potholes =1.57
1220,KOPUKAIROA BOULEVARD/TAMAPAHORE BOULEVARD RAB_0_id_10893,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,BRISBANE ST_554_id_349,Secondary Collector,seal,,,,,,,RehabCS_UM,pdi =67.9; sdi =27.57; age =32.2,mesh_cracks =89.06; shoving =7.85; potholes =1.38,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.64; sdi =2.14; age =9,mesh_cracks =1.59; shoving =1.34; potholes =1.09,,,
1222,MOORHOUSE ROAD_3204_id_421,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.59; sdi =3.65; age =20.6,mesh_cracks =0.65; shoving =0.52; potholes =0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,GILLESPIES ROAD_00708,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.42; sdi =1.11; age =24.3,mesh_cracks =1.18; shoving =1.04; potholes =1.04,,,,,,,,,,,,,,,,,,
1224,AKATARAWA ROAD_19906,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =1.08; sdi =1.55; age =21.2,mesh_cracks =0.86; shoving =0.37; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,DAVIDSON STREET_200_id_154,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =0.81; sdi =1.01; age =21.7,mesh_cracks =0.81; shoving =0.68; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,
1226,ROWE PL_0_id_2092,Low Volume,seal,,,,ChipSeal,pdi =4.61; sdi =3.86; age =22.4,mesh_cracks =12.64; shoving =1.15; potholes =0.05,,,,,,,,,,,,,,,,ChipSeal,pdi =2.48; sdi =2.63; age =5,mesh_cracks =7.21; shoving =0; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.25; sdi =2.74; age =7,mesh_cracks =5.27; shoving =0.82; potholes =0.35
1227,ST JOHNS AVENUE_6_id_883,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.68; sdi =1.65; age =14.4,mesh_cracks =2; shoving =1.27; potholes =0.65,,,
1228,SEABRIDGE ROAD_0_id_5260,Low Volume,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.34; sdi =1.61; age =20.7,mesh_cracks =0.52; shoving =3.02; potholes =0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,MARINE PDE 4 BERESFORD TO CASPIAN_3300_id_3188,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1; sdi =1.03; age =6.3,mesh_cracks =1.21; shoving =0.82; potholes =0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.68; sdi =2.54; age =9,mesh_cracks =1.89; shoving =1.37; potholes =0.85
1230,POIKE ROAD_1217_id_469,Access,seal,,,,,,,ChipSeal,pdi =0.14; sdi =5.79; age =17.7,mesh_cracks =0.12; shoving =0.11; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,STAWELL AVENUE_5_id_547,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =0.93; sdi =0.72; age =22,mesh_cracks =0.77; shoving =0.68; potholes =0.67,,,,,,,,,,,,,,,,,,,,,,,,
1232,CRANE STREET_275_id_118,Access,seal,,,,,,,,,,ChipSeal,pdi =2.09; sdi =0.25; age =19,mesh_cracks =0.28; shoving =0.23; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.09; sdi =1.43; age =10,mesh_cracks =1.02; shoving =0.83; potholes =0.24
1233,CATHERINE ST_676_id_5278,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.53; sdi =0.91; age =19.1,mesh_cracks =0.95; shoving =1.79; potholes =0.92,,,,,,,,,,,,,,,,,,,,,
1234,TAIKO ROAD_11600_id_910,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.89; sdi =2.55; age =17.8,mesh_cracks =3.35; shoving =2.1; potholes =1.43,,,,,,
1235,PRINCESS ROAD_844_id_474,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,EAST ELLINGTON DRV_407_id_3617,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,KENTUCKY STREET_00046,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.46; sdi =1.51; age =14.3,mesh_cracks =1.71; shoving =1.25; potholes =0.65,,,,,,,,,,,,,,,,,,,,,
1238,SUNNYVIEW DRIVE_00000,Access,seal,,,,,,,,,,ChipSeal,pdi =0.97; sdi =1.01; age =28,mesh_cracks =1.75; shoving =0.23; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,MOORE STREET_0_id_617,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.75; sdi =2.01; age =12.4,mesh_cracks =2.14; shoving =1.76; potholes =1.16,,,,,,,,,
1240,TUPAEA PLACE_17_id_611,Low Volume,seal,,,,,,,,,,ChipSeal,pdi =0.58; sdi =3.84; age =23.6,mesh_cracks =0.88; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,TAUPO AVENUE_397_id_837,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,TURTON STREET_0_id_604,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.67; sdi =1.51; age =14.6,mesh_cracks =1.79; shoving =1.1; potholes =0.48,,,,,,,,,
1243,FORKS ROAD_6480_id_209,Secondary Collector,seal,,,,,,,ChipSeal,pdi =3.93; sdi =2.89; age =9.3,mesh_cracks =8.67; shoving =4.26; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =5.11; sdi =3.98; age =9,mesh_cracks =10.52; shoving =5.44; potholes =0.1,,,,,,
1244,SAILS ST_241_id_2125,Access,seal,,,,SecondCoat,pdi =3.64; sdi =5.93; age =25.5,mesh_cracks =12; shoving =0; potholes =0.18,,,,,,,,,,,,,,,,ChipSeal,pdi =2.84; sdi =3.09; age =5,mesh_cracks =7.57; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,ChipSeal,pdi =2.22; sdi =2.48; age =5,mesh_cracks =5.49; shoving =0.7; potholes =0.1,,,
1245,TRAMWAY RD_1408_id_5081,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UH,pdi =66.27; sdi =36.41; age =9.1,mesh_cracks =120.43; shoving =0.7; potholes =0.1,SecondCoat,,,,,,,,,,,
1246,WHITLEY AVENUE_00336,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,PEMBERTON CRESCENT_83_id_457,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =0.48; sdi =3.42; age =14.7,mesh_cracks =0.41; shoving =0.36; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,MAINWARINGS ROAD_7680_id_364,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.27; sdi =1.27; age =16.4,mesh_cracks =1.33; shoving =1.46; potholes =0.81,,,,,,,,,,,,,,,,,,,,,
1249,THORNTON CL_00000,Low Volume,seal,,,,SecondCoat,pdi =0; sdi =0; age =11.1,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,GLOUCESTER ROAD/SANDHURST DRIVE RAB_0_id_1065,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,CARTERS TERRACE_558_id_107,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =0.56; sdi =2.01; age =22.3,mesh_cracks =0.42; shoving =0.36; potholes =0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,CAMBRAE PLACE_4_id_72,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.63; sdi =1.58; age =23.7,mesh_cracks =1.35; shoving =1.23; potholes =1.24,,,,,,,,,,,,,,,
1253,QUEENSWOOD GARDENS_0_id_3630,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,ROTHERHAM RD NORTH_06647,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.49; sdi =2.37; age =12.1,mesh_cracks =1.97; shoving =0.96; potholes =0.35,,,,,,,,,,,,,,,,,,
1255,TAVERNERS ROAD_3800_id_583,Low Volume,seal,,,,,,,ChipSeal,pdi =1.61; sdi =1.96; age =23.4,mesh_cracks =4.78; shoving =0.11; potholes =0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,DARROCHS RD_02714,Low Volume,seal,,,,SecondCoat,pdi =0; sdi =0; age =2.1,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,VIRTUE AVE NORTH_0_id_970,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.9; sdi =1.07; age =15.4,mesh_cracks =1.8; shoving =1.1; potholes =0.49,,,
1258,PLOVER PLACE_81_id_468,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,BLENHEIM RD 4 NORTH_2151_id_293,Regional,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,WHITEMANS VALLEY ROAD_05595,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,SUNNYBROOKE CLOSE_14_id_452,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,AROWHENUA ROAD_3500_id_30,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.91; sdi =1.7; age =12.5,mesh_cracks =2.8; shoving =1.12; potholes =0.48,,,,,,,,,
1263,WARD STREET_00023,Primary Collector,seal,,,,,,,ChipSeal,pdi =0.22; sdi =0.15; age =23.9,mesh_cracks =0.23; shoving =0.12; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.71; sdi =2.65; age =10,mesh_cracks =2.38; shoving =1.07; potholes =0.66,,,
1264,RAILWAY TCE_00000,Low Volume,seal,,,,SecondCoat,pdi =0.15; sdi =0.24; age =7.1,mesh_cracks =0; shoving =0; potholes =0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,WHITEMANS ROAD_00017,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,COPLEY ROAD_2280_id_5020,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.49; sdi =2.71; age =17.3,mesh_cracks =2.67; shoving =2.2; potholes =2.16,,,,,,
1267,HACKTHORNE ROAD_10933_id_247,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.49; sdi =2.14; age =21.6,mesh_cracks =1.69; shoving =1.26; potholes =1.23,,,,,,,,,,,,,,,
1268,LUCERNE PLACE_17_id_963,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,LEITHFIELD RD_02000,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.1; sdi =1.93; age =15.1,mesh_cracks =2.69; shoving =1.47; potholes =0.81,,,,,,,,,,,,,,,
1270,ADAIR ROAD_780_id_6,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.59; sdi =1.44; age =18.3,mesh_cracks =1.82; shoving =1.3; potholes =1.25,,,,,,,,,,,,,,,
1271,NORBERT STREET_00167,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.37; sdi =1.1; age =11.1,mesh_cracks =1.33; shoving =0.82; potholes =0.22,,,,,,,,,,,,,,,,,,,,,
1272,RIMU STREET (PLPT)_93_id_777,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.92; sdi =1.49; age =19.8,mesh_cracks =2.53; shoving =0; potholes =0
1273,VICTORY STREET_639_id_632,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.61; sdi =0.43; age =15.7,mesh_cracks =0.54; shoving =0.38; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
